CHROM,POS,TYPE,src
2,13681634,SNM,Genetics2019
2,13838769,SNM,Genetics2019
2,13879190,SNM,Genetics2019
2,14010251,SNM,Genetics2019
2,14062754,SNM,Genetics2019
2,14085288,SNM,Genetics2019
2,14098183,SNM,Genetics2019
2,14174712,SNM,Genetics2019
2,14193396,SNM,Genetics2019
2,14200483,SNM,Genetics2019
2,14284596,SNM,Genetics2019
2,14285129,SNM,Genetics2019
2,14332266,SNM,Genetics2019
2,14418688,SNM,Genetics2019
2,14676138,SNM,Genetics2019
2,14728182,SNM,Genetics2019
2,14737784,SNM,Genetics2019
2,14799247,SNM,Genetics2019
2,14859291,SNM,Genetics2019
2,14887618,SNM,Genetics2019
2,14982894,SNM,Genetics2019
2,15025492,SNM,Genetics2019
2,15056919,SNM,Genetics2019
2,15201608,SNM,Genetics2019
2,15346677,SNM,Genetics2019
2,15586431,SNM,Genetics2019
2,15727476,SNM,Genetics2019
2,15747756,SNM,Genetics2019
2,15811387,SNM,Genetics2019
2,15850713,SNM,Genetics2019
2,16159279,SNM,Genetics2019
2,16241459,SNM,Genetics2019
2,16272794,SNM,Genetics2019
2,16452965,SNM,Genetics2019
2,16599517,SNM,Genetics2019
2,17495511,SNM,Genetics2019
2,17530743,SNM,Genetics2019
2,17939009,SNM,Genetics2019
2,17997381,SNM,Genetics2019
2,18021157,SNM,Genetics2019
2,18093128,SNM,Genetics2019
2,18456502,SNM,Genetics2019
2,18616308,SNM,Genetics2019
2,18739706,SNM,Genetics2019
2,18973119,SNM,Genetics2019
2,18973173,SNM,Genetics2019
2,19331246,SNM,Genetics2019
2,19516663,SNM,Genetics2019
2,19654949,SNM,Genetics2019
2,19670059,SNM,Genetics2019
2,19673489,SNM,Genetics2019
3,47121,SNM,Genetics2019
3,672391,SNM,Genetics2019
3,693158,SNM,Genetics2019
3,722999,SNM,Genetics2019
3,827196,SNM,Genetics2019
3,858273,SNM,Genetics2019
3,894792,SNM,Genetics2019
3,997799,SNM,Genetics2019
3,1057972,SNM,Genetics2019
3,1112498,SNM,Genetics2019
3,1150123,SNM,Genetics2019
3,2003711,SNM,Genetics2019
3,2095625,SNM,Genetics2019
3,2167866,SNM,Genetics2019
3,2167875,SNM,Genetics2019
3,2205146,SNM,Genetics2019
3,2213360,SNM,Genetics2019
3,2251553,SNM,Genetics2019
3,2270128,SNM,Genetics2019
3,2339076,SNM,Genetics2019
3,2360745,SNM,Genetics2019
3,2461274,SNM,Genetics2019
3,2642920,SNM,Genetics2019
3,2789081,SNM,Genetics2019
3,2929415,SNM,Genetics2019
3,2983595,SNM,Genetics2019
3,3008533,SNM,Genetics2019
3,3176666,SNM,Nature2022
3,3176667,SNM,Nature2022
3,3216282,SNM,Genetics2019
3,3258287,SNM,Genetics2019
3,3631045,SNM,Genetics2019
3,3714335,SNM,Genetics2019
3,3721684,SNM,Genetics2019
3,3779277,SNM,Genetics2019
3,3779278,SNM,Genetics2019
3,4206751,SNM,Genetics2019
3,4342645,SNM,Genetics2019
3,4383074,SNM,Nature2022
3,4405980,SNM,Genetics2019
3,4465943,SNM,Genetics2019
3,4538756,SNM,Genetics2019
3,4630881,SNM,Genetics2019
3,4829556,SNM,Genetics2019
3,4836728,SNM,Genetics2019
3,4851800,SNM,Genetics2019
3,5018965,SNM,Genetics2019
3,5068365,SNM,Genetics2019
3,5372266,SNM,Genetics2019
3,5374479,SNM,Genetics2019
3,5415467,SNM,Genetics2019
3,5582532,SNM,Genetics2019
3,5748882,SNM,Genetics2019
3,5909323,SNM,Genetics2019
3,5998296,SNM,Genetics2019
3,6114640,SNM,Genetics2019
3,6243655,SNM,Genetics2019
3,6264365,SNM,Genetics2019
3,6295905,SNM,Genetics2019
3,6336607,SNM,Genetics2019
3,6336608,SNM,Genetics2019
3,6439629,SNM,Genetics2019
3,6576274,SNM,Genetics2019
3,6642012,SNM,Genetics2019
3,6703618,SNM,Genetics2019
3,7091530,SNM,Genetics2019
3,7153181,SNM,Genetics2019
3,7153182,SNM,Genetics2019
3,7159004,SNM,Genetics2019
3,7499631,SNM,Genetics2019
3,7525322,SNM,Genetics2019
3,7534314,SNM,Genetics2019
3,7591474,SNM,Genetics2019
3,7604774,SNM,Genetics2019
3,7713991,SNM,Genetics2019
3,7814820,SNM,Genetics2019
3,7848242,SNM,Genetics2019
3,7881081,SNM,Genetics2019
3,7974325,SNM,Genetics2019
3,8091007,SNM,Genetics2019
3,8227609,SNM,Genetics2019
3,8248049,SNM,Genetics2019
3,8472465,SNM,Genetics2019
3,8497155,SNM,Genetics2019
3,8615829,SNM,Genetics2019
3,8805699,SNM,Genetics2019
3,8816944,SNM,Genetics2019
3,8913448,SNM,Genetics2019
3,8967185,SNM,Genetics2019
3,8968531,SNM,Genetics2019
3,8977675,SNM,Genetics2019
3,9073955,SNM,Genetics2019
3,9283825,SNM,Genetics2019
3,9477192,SNM,Genetics2019
3,9508964,SNM,Genetics2019
3,9937477,SNM,Genetics2019
3,9956845,SNM,Genetics2019
3,10042701,SNM,Genetics2019
3,10346053,SNM,Genetics2019
3,10504935,SNM,Genetics2019
3,10588465,SNM,Genetics2019
3,10599397,SNM,Genetics2019
3,10612172,SNM,Genetics2019
3,10674541,SNM,Genetics2019
3,10713769,SNM,Genetics2019
3,10853424,SNM,Genetics2019
3,10999852,SNM,Genetics2019
3,11010386,SNM,Genetics2019
3,11022969,SNM,Genetics2019
3,11027064,SNM,Genetics2019
3,11147864,SNM,Genetics2019
3,11535061,SNM,Genetics2019
3,11814525,SNM,Genetics2019
3,11845804,SNM,Genetics2019
3,11978424,SNM,Genetics2019
3,12397412,SNM,Genetics2019
3,12951119,SNM,Genetics2019
3,12951428,SNM,Genetics2019
3,13038676,SNM,Genetics2019
3,13163830,SNM,Genetics2019
3,13451896,SNM,Genetics2019
3,13591261,SNM,Nature2022
3,13592799,SNM,Genetics2019
3,13721053,SNM,Genetics2019
3,13728577,SNM,Genetics2019
3,13746689,SNM,Genetics2019
3,13842384,SNM,Genetics2019
3,13959501,SNM,Genetics2019
3,13989028,SNM,Genetics2019
3,14181938,SNM,Genetics2019
3,14190624,SNM,Genetics2019
3,14218951,SNM,Genetics2019
3,14320854,SNM,Genetics2019
3,14668380,SNM,Genetics2019
3,14720574,SNM,Genetics2019
3,14726738,SNM,Genetics2019
3,15016001,SNM,Genetics2019
3,15087189,SNM,Genetics2019
3,15177780,SNM,Genetics2019
3,15473902,SNM,Genetics2019
3,15477931,SNM,Genetics2019
3,16158641,SNM,Genetics2019
3,16201737,SNM,Genetics2019
3,16548520,SNM,Genetics2019
3,16806067,SNM,Genetics2019
3,16920841,SNM,Genetics2019
3,17035658,SNM,Genetics2019
3,17232603,SNM,Genetics2019
3,17262020,SNM,Genetics2019
3,17357821,SNM,Genetics2019
3,17371966,SNM,Genetics2019
3,17561390,SNM,Genetics2019
3,17566584,SNM,Genetics2019
3,17569548,SNM,Genetics2019
3,17580460,SNM,Genetics2019
3,17899277,SNM,Genetics2019
3,17899635,SNM,Genetics2019
3,17993234,SNM,Genetics2019
3,18048558,SNM,Genetics2019
3,18124171,SNM,Genetics2019
3,18140132,SNM,Genetics2019
3,18159808,SNM,Genetics2019
3,18528594,SNM,Genetics2019
3,18568551,SNM,Genetics2019
3,19015033,SNM,Genetics2019
3,19025447,SNM,Genetics2019
3,19112777,SNM,Genetics2019
3,19117634,SNM,Genetics2019
3,19287570,SNM,Genetics2019
3,19420736,SNM,Genetics2019
3,19458816,SNM,Genetics2019
3,19488232,SNM,Genetics2019
3,19642655,SNM,Genetics2019
3,19723088,SNM,Genetics2019
3,20156977,SNM,Genetics2019
3,20552100,SNM,Genetics2019
3,20618213,SNM,Genetics2019
3,20652745,SNM,Genetics2019
3,20764634,SNM,Genetics2019
3,20890056,SNM,Genetics2019
3,21472072,SNM,Genetics2019
3,21661682,SNM,Genetics2019
3,21663332,SNM,Genetics2019
3,21680932,SNM,Genetics2019
3,21797600,SNM,Genetics2019
3,21843218,SNM,Genetics2019
3,22071567,SNM,Genetics2019
3,22129953,SNM,Genetics2019
3,22157508,SNM,Genetics2019
3,22348170,SNM,Genetics2019
3,22372909,SNM,Genetics2019
3,22790299,SNM,Genetics2019
3,23069142,SNM,Genetics2019
3,23190295,SNM,Genetics2019
3,23194939,SNM,Genetics2019
3,23302431,SNM,Genetics2019
4,73464,SNM,Genetics2019
4,77563,SNM,Genetics2019
4,172456,SNM,Genetics2019
4,173248,SNM,Genetics2019
4,377470,SNM,Genetics2019
4,425071,SNM,Genetics2019
4,452366,SNM,Genetics2019
4,465347,SNM,Genetics2019
4,504473,SNM,Genetics2019
4,597113,SNM,Genetics2019
4,598189,SNM,Genetics2019
4,630737,SNM,Genetics2019
4,715650,SNM,Genetics2019
4,835114,SNM,Genetics2019
4,878298,SNM,Genetics2019
4,973659,SNM,Genetics2019
4,1269074,SNM,Genetics2019
4,1430913,SNM,Genetics2019
4,1467788,SNM,Genetics2019
4,1480197,SNM,Genetics2019
4,1536739,SNM,Genetics2019
4,1597336,SNM,Genetics2019
4,1660729,SNM,Genetics2019
4,1721809,SNM,Genetics2019
4,2187397,SNM,Genetics2019
4,2289442,SNM,Genetics2019
4,2469701,SNM,Genetics2019
4,2563186,SNM,Genetics2019
4,2649961,SNM,Genetics2019
4,2752264,SNM,Genetics2019
4,2804077,SNM,Genetics2019
4,2816249,SNM,Genetics2019
4,2885768,SNM,Genetics2019
4,2923453,SNM,Genetics2019
4,3068417,SNM,Genetics2019
4,3522509,SNM,Genetics2019
4,3659083,SNM,Genetics2019
4,3716644,SNM,Genetics2019
4,3723688,SNM,Genetics2019
4,3758457,SNM,Genetics2019
4,3969109,SNM,Nature2022
4,3969772,SNM,Genetics2019
4,3969773,SNM,Genetics2019
4,4003914,SNM,Nature2022
4,4012232,SNM,Genetics2019
4,4012244,SNM,Genetics2019
4,4105106,SNM,Genetics2019
4,4623452,SNM,Genetics2019
4,4691683,SNM,Genetics2019
4,4733810,SNM,Genetics2019
4,4992174,SNM,Genetics2019
4,5023283,SNM,Genetics2019
4,5077960,SNM,Genetics2019
4,5079150,SNM,Genetics2019
4,5226371,SNM,Genetics2019
4,5285783,SNM,Genetics2019
4,5377531,SNM,Genetics2019
4,5381533,SNM,Genetics2019
4,5560726,SNM,Genetics2019
4,5635060,SNM,Genetics2019
4,5735200,SNM,Genetics2019
4,5767859,SNM,Genetics2019
4,5922332,SNM,Genetics2019
4,6039195,SNM,Genetics2019
4,6104080,SNM,Genetics2019
4,6418276,SNM,Genetics2019
4,6477648,SNM,Genetics2019
4,6631727,SNM,Genetics2019
4,6706225,SNM,Genetics2019
4,6787751,SNM,Genetics2019
4,6789677,SNM,Genetics2019
4,6793241,SNM,Genetics2019
4,6794120,SNM,Genetics2019
4,6991719,SNM,Genetics2019
4,6991736,SNM,Genetics2019
4,6991767,SNM,Genetics2019
4,6991773,SNM,Genetics2019
4,6991790,SNM,Genetics2019
4,6991809,SNM,Genetics2019
4,7013544,SNM,Genetics2019
4,7096893,SNM,Genetics2019
4,7229285,SNM,Genetics2019
4,7241831,SNM,Genetics2019
4,7244869,SNM,Genetics2019
4,7331368,SNM,Genetics2019
4,7415709,SNM,Genetics2019
4,7627915,SNM,Genetics2019
4,7632932,SNM,Genetics2019
4,7921208,SNM,Genetics2019
4,8208978,SNM,Genetics2019
4,8255782,SNM,Genetics2019
4,8319510,SNM,Genetics2019
4,8362954,SNM,Genetics2019
4,8540766,SNM,Genetics2019
4,8548198,SNM,Genetics2019
4,8694646,SNM,Genetics2019
4,8718228,SNM,Genetics2019
4,8719089,SNM,Genetics2019
4,8773054,SNM,Genetics2019
4,8962087,SNM,Genetics2019
4,9173650,SNM,Genetics2019
4,9282761,SNM,Genetics2019
4,9311200,SNM,Genetics2019
4,9356540,SNM,Genetics2019
4,9371050,SNM,Genetics2019
4,9500602,SNM,Genetics2019
4,9549290,SNM,Genetics2019
4,9904154,SNM,Genetics2019
4,9999374,SNM,Genetics2019
4,10024432,SNM,Genetics2019
4,10037421,SNM,Genetics2019
4,10209555,SNM,Genetics2019
4,10558599,SNM,Genetics2019
4,10674276,SNM,Genetics2019
4,10837474,SNM,Genetics2019
4,10950253,SNM,Genetics2019
4,11103216,SNM,Genetics2019
4,11338706,SNM,Genetics2019
4,11540270,SNM,Genetics2019
4,11929768,SNM,Genetics2019
4,11956996,SNM,Genetics2019
4,12121610,SNM,Genetics2019
4,12418170,SNM,Genetics2019
4,12540700,SNM,Genetics2019
4,12730639,SNM,Genetics2019
4,12880567,SNM,Genetics2019
4,12960515,SNM,Genetics2019
4,13311159,SNM,Genetics2019
4,13386444,SNM,Genetics2019
4,13459052,SNM,Genetics2019
4,13481377,SNM,Genetics2019
4,13506104,SNM,Genetics2019
4,13514556,SNM,Genetics2019
4,13514557,SNM,Genetics2019
4,13568796,SNM,Genetics2019
4,13735103,SNM,Genetics2019
4,13869613,SNM,Genetics2019
4,13919005,SNM,Genetics2019
4,14010253,SNM,Nature2022
4,14029852,SNM,Genetics2019
4,14068139,SNM,Genetics2019
4,14280021,SNM,Genetics2019
4,14332188,SNM,Genetics2019
4,14397690,SNM,Genetics2019
4,14508833,SNM,Genetics2019
4,14523881,SNM,Genetics2019
4,14769864,SNM,Genetics2019
4,15044477,SNM,Genetics2019
4,15095519,SNM,Genetics2019
4,15299841,SNM,Genetics2019
4,15450299,SNM,Genetics2019
4,15483706,SNM,Genetics2019
4,15494010,SNM,Nature2022
4,15638142,SNM,Genetics2019
4,15698749,SNM,Genetics2019
4,16171613,SNM,Genetics2019
4,16294469,SNM,Genetics2019
4,16469126,SNM,Genetics2019
4,16525652,SNM,Genetics2019
4,16589076,SNM,Genetics2019
4,16631996,SNM,Genetics2019
4,16765313,SNM,Genetics2019
4,16790923,SNM,Genetics2019
4,16892113,SNM,Genetics2019
4,16984480,SNM,Genetics2019
4,16988941,SNM,Genetics2019
4,17081040,SNM,Genetics2019
4,17111239,SNM,Genetics2019
4,17273741,SNM,Genetics2019
4,17846441,SNM,Genetics2019
4,17983901,SNM,Genetics2019
4,17983907,SNM,Genetics2019
4,18168665,SNM,Genetics2019
4,18248959,SNM,Genetics2019
4,18248965,SNM,Genetics2019
4,18248975,SNM,Genetics2019
4,18254943,SNM,Genetics2019
4,18326244,SNM,Genetics2019
4,18353606,SNM,Genetics2019
4,18525746,SNM,Genetics2019
5,237484,SNM,Genetics2019
5,268711,SNM,Genetics2019
5,530170,SNM,Genetics2019
5,598680,SNM,Genetics2019
5,898588,SNM,Genetics2019
5,898594,SNM,Genetics2019
5,1002866,SNM,Nature2022
5,1112825,SNM,Genetics2019
5,1115396,SNM,Genetics2019
5,1453729,SNM,Genetics2019
5,1453737,SNM,Genetics2019
5,1493238,SNM,Genetics2019
5,1643873,SNM,Genetics2019
5,1820010,SNM,Genetics2019
5,1832688,SNM,Genetics2019
5,2003391,SNM,Genetics2019
5,2038595,SNM,Genetics2019
5,2366005,SNM,Genetics2019
5,2456231,SNM,Genetics2019
5,2650985,SNM,Genetics2019
5,2676536,SNM,Genetics2019
5,2921222,SNM,Genetics2019
5,2961569,SNM,Genetics2019
5,2973715,SNM,Genetics2019
